Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,resp.stopped,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,textbox.started,Get_points.stopped,textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Я считаю, что, по большому счету, люди получают то, что заслуживают.",8,8,0,3.0,0.11799829098163173,"[(3.0, 0.11799829098163173)]",,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,3.725589333975222,,,,,,,,,,,,,,,,3.717863874975592,3.725589333975222,3.8424748340039514,3.0,0.11799829098163173,"[(3.0, 0.11799829098163173)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
"Я уверен, что справедливость всегда побеждает несправедливость.",9,9,0,3.0,0.10150866699405015,"[(3.0, 0.10150866699405015)]",,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,3.853179999976419,,,,,,,,,,,,,,,,3.844790374976583,3.853179999976419,3.9546164170023985,3.0,0.10150866699405015,"[(3.0, 0.10150866699405015)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
"Я убежден, что, если человек пережил несправедливость, в будущем это возместится.",10,10,0,3.0,0.1298212920082733,"[(3.0, 0.1298212920082733)]",,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,3.9680035000201315,,,,,,,,,,,,,,,,3.957938749983441,3.9680035000201315,4.093547124997713,3.0,0.1298212920082733,"[(3.0, 0.1298212920082733)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
"Я твердо уверен, что несправедливость в самых разных жизненных ситуациях (в семье, учебе и т. д.) – скорее исключение, чем правило.",11,11,0,3.0,0.13511870795628056,"[(3.0, 0.13511870795628056)]",,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,4.107413584017195,,,,,,,,,,,,,,,,4.0976835420005955,4.107413584017195,4.239047708979342,3.0,0.13511870795628056,"[(3.0, 0.13511870795628056)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
"Я думаю, что все, кто принимает важные решения, стремятся быть справедливыми.",12,12,0,3.0,0.1546945419977419,"[(3.0, 0.1546945419977419)]",,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,4.2523965839645825,,,,,,,,,,,,,,,,4.2416197920101695,4.2523965839645825,4.403841583989561,3.0,0.1546945419977419,"[(3.0, 0.1546945419977419)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.403925416991115,5.519818999979179,space,1.1087117919814773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51985641696956,5.531977041973732,5.531977041973732,5.6377414999878965,space,0.09876337501918897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,0,0,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,right,1,1.2046693330048583,None,,,,,,,,,,,,,0,0,0,4,,,,,,,,,5.662258333992213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6468429589876905,5.662258333992213,5.662258333992213,5.662258333992213,6.8546546249999665,right,1,1.2046693330048583,None,6.858175374974962,6.9002887919778,7.358364709012676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,1,1,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,right,1,0.28201662498759106,None,,,,,,,,,,,,,0,1,1,6,,,,,,,,,7.368683625012636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.359162374981679,7.368683625012636,7.368683625012636,7.368683625012636,7.644844624970574,right,1,0.28201662498759106,None,7.644925666972995,7.654091542004608,8.143331917002797,8.151598875003401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,2,2,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,right,1,1.2953545419732109,None,,,,,,,,,,,,,0,2,2,3,,,,,,,,,8.151598875003401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.143845584010705,8.151598875003401,8.151598875003401,8.151598875003401,9.453060666972306,right,1,1.2953545419732109,None,9.453127874992788,9.462046374974307,9.952431500016246,9.962118833966088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,3,3,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,right,0,0.24262849998194724,None,,,,,,,,,,,,,0,3,3,0,,,,,,,,,9.962118833966088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.953561000002082,9.962118833966088,9.962118833966088,9.962118833966088,10.204892374982592,right,0,0.24262849998194724,None,10.207847749989014,10.217279625008814,10.704216499987524,10.71849908400327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,4,4,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.0,right,0,0.3293832500348799,None,,,,,,,,,,,,,0,4,4,1,,,,,,,,,10.71849908400327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.704894208989572,10.71849908400327,10.71849908400327,10.71849908400327,11.037296541966498,right,0,0.3293832500348799,None,11.037375708983745,11.04560929199215,11.535352375009097,11.545766124967486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,5,5,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.0,right,0,0.4218117079581134,None,,,,,,,,,,,,,0,5,5,2,,,,,,,,,11.545766124967486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.536661624966655,11.545766124967486,11.545766124967486,11.545766124967486,11.960634874994867,right,0,0.4218117079581134,None,11.96070175000932,11.96792516700225,12.467940917005762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,6,6,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,right,0,0.3408967499854043,None,,,,,,,,,,,,,0,6,6,5,,,,,,,,,12.484802791965194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46918050001841,12.484802791965194,12.484802791965194,12.484802791965194,12.819685916998424,right,0,0.3408967499854043,None,12.819743125000969,12.828443166974466,13.319214584014844,13.327867374988273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.319426750007551,15.404954084020574,space,2.0753030830528587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,0,0,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.0,,,,,right,1,0.9009249169612303,None,,,,,,,,,,,,,0,0,0,15,,,,,15.434878750005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.421784917009063,15.434878750005737,16.3387061249814,right,1,0.9009249169612303,None,16.344736624974757,16.64067958400119,1,0.9009249169612303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,1,1,0,,,,0.18,0.19,right,0.51,0.8,-0.2,-0.2,0.2,0.2,45,3,0.5,,,,,right,1,0.24530720798065886,None,,,,,,,,,,,,,0,1,1,3,,,,,16.650677708967123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64147824997781,16.650677708967123,16.903373209002893,right,1,0.24530720798065886,None,16.903434875013772,17.200642917014193,2,0.5731160624709446,0.32780885449028574,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,2,2,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.0,,,,,right,1,0.2251612920081243,None,,,,,,,,,,,,,0,2,2,13,,,,,17.21245649998309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.201464999991003,17.21245649998309,17.443504208989907,right,1,0.2251612920081243,None,17.443559125007596,17.741883041977417,3,0.45713113898333785,0.31391734847622055,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,3,3,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.9010614579892717,None,,,,,,,,,,,,,0,3,3,35,,,,,17.752787666977383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74327254196396,17.752787666977383,18.660177999990992,right,0,0.9010614579892717,None,18.662189416994806,18.958210417011287,3,0.5681137187348213,0.3329556656382931,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,4,4,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.30345779203344136,None,,,,,,,,,,,,,0,4,4,21,,,,,18.969292083987966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.959265834011603,18.969292083987966,19.27737729198998,right,0,0.30345779203344136,None,19.277515374997165,19.569585249992087,3,0.5151825333945453,0.31606078806238785,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,5,5,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.43112108297646046,None,,,,,,,,,,,,,0,5,5,30,,,,,19.577623041986953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.570414250018075,19.577623041986953,20.019540041976143,right,0,0.43112108297646046,None,20.019635875010863,20.319043209019583,3,0.5011722916581979,0.2902185139276999,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,6,6,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,0.5,,,,,right,1,0.41584504197817296,None,,,,,,,,,,,,,0,6,6,4,,,,,20.32906224997714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.320363542006817,20.32906224997714,20.752670000016224,right,1,0.41584504197817296,None,20.754961041966453,21.05178254196653,4,0.48898268456105143,0.27034405297379666,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,7,7,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.4751749169663526,None,,,,,,,,,,,,,0,7,7,34,,,,,21.062906791979913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.052959666994866,21.062906791979913,21.54314612498274,right,1,0.4751749169663526,None,21.543235999997705,21.841050959017593,5,0.4872567136117141,0.25292493241283526,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,8,8,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,right,0,0.18307979201199487,None,,,,,,,,,,,,,0,8,8,20,,,,,21.850734499981627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.841877833998296,21.850734499981627,22.03781104198424,right,0,0.18307979201199487,None,22.0396663339925,22.334125374967698,5,0.45345927787841195,0.25690711057216764,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,9,9,0,,,,0.17,0.18,right,0.5,0.2,-0.2,-0.22,0.2,0.18,7,45,0.5,,,,,right,1,0.3669093329808675,None,,,,,,,,,,,,,0,9,9,2,,,,,22.345848249970004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33558054198511,22.345848249970004,22.721300416975282,right,1,0.3669093329808675,None,22.723156666965224,23.01702995900996,6,0.4448042833886575,0.24510266722915336,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,10,10,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.0,,,,,right,1,0.27388762502232566,None,,,,,,,,,,,,,0,10,10,14,,,,,23.02735558396671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.017952875001356,23.02735558396671,23.304124667018186,right,1,0.27388762502232566,None,23.30426320899278,23.60145354201086,7,0.4292664053553546,0.23880574013658593,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,11,11,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,,,,,right,1,0.8467444159905426,None,,,,,,,,,,,,,0,11,11,25,,,,,23.610282459005248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.602218083979096,23.610282459005248,24.460702250013128,right,1,0.8467444159905426,None,24.46080320898909,24.760174624971114,8,0.4640562395749536,0.25610445384120073,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
