Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,fin_sum.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Get_points.started,text_6.started,textbox.started,Get_points.stopped,textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,send_experiment_to_osf.started,text_7.started,text_7.stopped,send_experiment_to_osf.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.467982707999909,12.57665433299917,space,1.1040856669969799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.576704040999175,12.584521749999112,12.584521749999112,13.125856833001308,space,0.5361484999993991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,0,0,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,left,0,0.7725489580006979,None,,,,,,,,,,,,,0,0,0,6,,,,,,,,,13.143878375001805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.135355499998695,13.143878375001805,13.143878375001805,13.143878375001805,13.920087833001162,left,0,0.7725489580006979,None,13.922742999999173,13.953866750001907,14.425139208000473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,1,1,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.0,left,1,0.030808958999841707,None,,,,,,,,,,,,,0,1,1,1,,,,,,,,,14.43440504099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.425800875000277,14.43440504099999,14.43440504099999,14.43440504099999,14.459493875001499,left,1,0.030808958999841707,None,14.462054666000768,14.467429208001704,14.952935541001352,14.958781833000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,2,2,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,left,0,0.48725854200165486,None,,,,,,,,,,,,,0,2,2,4,,,,,,,,,14.958781833000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95355766600187,14.958781833000103,14.958781833000103,14.958781833000103,14.96069095799976,left,0,0.48725854200165486,None,14.962120374999358,14.966854458001762,15.452889832999062,15.458995916000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,3,3,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,left,0,0.004555333998723654,None,,,,,,,,,,,,,0,3,3,3,,,,,,,,,15.458995916000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.453506958001526,15.458995916000276,15.458995916000276,15.458995916000276,15.46962650000205,left,0,0.004555333998723654,None,15.469703708000452,15.473604540999077,15.958438624998962,15.967708500000299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,4,4,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,right,0,0.38357950000136043,None,,,,,,,,,,,,,0,4,4,5,,,,,,,,,15.967708500000299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95902420800121,15.967708500000299,15.967708500000299,15.967708500000299,15.969934083001135,right,0,0.38357950000136043,None,15.969990916000825,15.974344333000772,16.458415875000355,16.467663208000886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,5,5,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.0,right,0,0.4116357919992879,None,,,,,,,,,,,,,0,5,5,2,,,,,,,,,16.467663208000886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.458934333000798,16.467663208000886,16.467663208000886,16.467663208000886,16.469632541000465,right,0,0.4116357919992879,None,16.469684833002248,16.47371212500002,16.958045666000544,16.96761745800177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,6,6,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,right,0,0.4250864579989866,None,,,,,,,,,,,,,0,6,6,0,,,,,,,,,16.96761745800177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95860233300118,16.96761745800177,16.96761745800177,16.96761745800177,16.969504541000788,right,0,0.4250864579989866,None,16.96955408299982,16.973401999999624,17.458589582998684,17.46776958299961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.45869862499967,19.19255158300075,space,1.7203265839998494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,0,0,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,2.0,,,,,right,0,0.30559058399740024,None,,,,,,,,,,,,,0,0,0,0,,,,,19.217936916000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.211673665999115,19.217936916000326,19.52574020799875,right,0,0.30559058399740024,None,19.528019541001413,19.819673000001785,0,0.30559058399740024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,1,1,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.5,,,,,right,0,0.03712512499987497,None,,,,,,,,,,,,,0,1,1,1,,,,,19.82649379099894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82031108299998,19.82649379099894,19.870013957999618,right,0,0.03712512499987497,None,19.870073250000132,20.169668875001662,0,0.1713578544986376,0.13423272949876264,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,2,2,0,,,,0.17,0.18,right,0.5,0.2,-0.2,-0.22,0.2,0.18,7,45,1.5,,,,,right,1,0.09475879199817427,None,,,,,,,,,,,,,0,2,2,2,,,,,20.17549391600187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.170264500000485,20.17549391600187,20.275672583000414,right,1,0.09475879199817427,None,20.277999875001115,20.569642416001443,1,0.14582483366514984,0.11539564153334372,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,3,3,0,,,,0.18,0.19,right,0.51,0.8,-0.2,-0.2,0.2,0.2,45,3,0.6,,,,,right,1,0.3284241249966726,None,,,,,,,,,,,,,0,3,3,3,,,,,20.57554266599982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.57024104100128,20.57554266599982,20.577481457999966,right,1,0.3284241249966726,None,20.57754025000031,20.869583166000666,2,0.19147465649803053,0.12743168576805833,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,4,4,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.5,,,,,right,1,0.04616537499896367,None,,,,,,,,,,,,,0,4,4,4,,,,,20.875517290998687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.870164625001053,20.875517290998687,20.92578662500091,right,1,0.04616537499896367,None,20.92584479099969,21.21961941599875,3,0.16241280019821716,0.12794308733384283,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,5,5,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,0.6,,,,,right,1,0.3782282499996654,None,,,,,,,,,,,,,0,5,5,5,,,,,21.225464250001096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.220210540999688,21.225464250001096,21.608894416000112,right,1,0.3782282499996654,None,21.60896004100141,21.902951791002124,4,0.19838204183179187,0.14181017728722856,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,6,6,0,,,,0.18,0.17,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,1.0,,,,,right,0,0.1458038340024359,None,,,,,,,,,,,,,0,6,6,6,,,,,21.908541875000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.903488625001046,21.908541875000083,22.0591802500021,right,0,0.1458038340024359,None,22.060782041000493,22.352831583000807,4,0.190870869284741,0.13257359263051768,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,7,7,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,right,1,0.10268129199903342,None,,,,,,,,,,,,,0,7,7,7,,,,,22.35860691600101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.353446000000986,22.35860691600101,22.470273582999653,right,1,0.10268129199903342,None,22.471836625001743,22.769620416002,5,0.17984717212402757,0.12739482357509663,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,8,8,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,1.5,,,,,right,0,0.18651204200068605,None,,,,,,,,,,,,,0,8,8,8,,,,,22.775471666001977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.770196416000545,22.775471666001977,22.96999549999964,right,0,0.18651204200068605,None,22.971346500002255,23.269586916001572,5,0.18058771322143408,0.12012725357824151,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,9,9,0,,,,0.2,0.21,right,0.13,0.85,-0.2,-0.2,0.2,0.2,0,45,2.5,,,,,right,1,0.4370457080003689,None,,,,,,,,,,,,,0,9,9,9,,,,,23.275261040998885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27017854099904,23.275261040998885,23.27705783300189,right,1,0.4370457080003689,None,23.278451624999434,23.5696443750021,6,0.20623351269932755,0.13750223498099556,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,10,10,0,,,,0.26,0.27,right,0.15,0.5,-0.3,-0.2,0.3,0.2,5,45,1.0,,,,,right,1,0.08290416700037895,None,,,,,,,,,,,,,0,10,10,10,,,,,23.57564920799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.570245040998998,23.57564920799996,23.670431540998834,right,1,0.08290416700037895,None,23.67050404100155,23.969629999999597,7,0.19502175399942312,0.13581271693489808,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,11,11,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.5,,,,,right,0,0.09743912500198348,None,,,,,,,,,,,,,0,11,11,11,,,,,23.975238791001175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.970152165999025,23.975238791001175,24.075379333000456,right,0,0.09743912500198348,None,24.07682924999972,24.370237208000617,7,0.1868898682496365,0.1327983664512693,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
